style_code,name,brand,date,retail_price,colorway,story,wants,name_join,release_month,release_dow,wmns,collab,retro,kids,colorway_nlp,main_color,resale_price
332550-603,Air Jordan 1 High Red Suede,Air Jordan,4/15/17,140,Gym Red/Gym Red,"This Air Jordan 1 High comes in a smooth all-Red suede upper accompanied by even more Red placed on the laces, branding, lining and the entire sole unit.",949,air jordan 1 high red suede,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,gym red gym red,Red,146
528895-106,Air Jordan 11 Low Columbia,Air Jordan,4/15/17,175,White / University Blue,"Returning in 2017 in remastered form, this classic colorway of the Air Jordan 11 Low features a White leather upper with University Blue detailing on the patent leather mudguard as well as on the branding on the tongue and heel. A white midsole and an icy blue translucent outsole complete the look on this Jordan 11.",37764,air jordan 11 low columbia,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,white   university blue,White,192
414962-004,Nike Air More Uptempo Triple Black,Nike,4/15/17,160,Black/Black-Black,"The Nike Air More Uptempo Triple Black is the latest release that celebrates the model’s 20th anniversary. The shoe features an all black upper with 3M reflective accents on the trim of the “AIR” branding placed on the side panels. Even more 3M hits are noted on the striped reflective laces. The Triple Black motif is also placed on the sole unit and branding hits.

*Restocked on March 17, 2018",3437,nike air more uptempo triple black,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,black black black,Black,174
528896-106,Air Jordan 11 Low GS Columbia,Air Jordan,4/15/17,130,White/University Blue,"Returning in 2017 in remastered form, this classic colorway of the Air Jordan 11 Low features a White leather upper with University Blue detailing on the patent leather mudguard as well as on the branding on the tongue and heel. A white midsole and an icy blue translucent outsole complete the look on this Jordan 11.",1672,air jordan 11 low gs columbia,Apr,Saturday,FALSE,FALSE,FALSE,TRUE,white university blue,White,167
852395-600,Nike Kyrie 3 University Red,Nike,4/15/17,120,University Red/Black-Team Red,"Kyrie Irving wore this colorway of the Nike Kyrie 3 back in February during the Three-Point Contest for this year’s All-Star festivities, and now, it’s scheduled to drop in a general release. The basketball sneaker sports a classic “BRED” colorway that is definitely a crowd favorite. Bright university red covers the textured upper, laces and flywire system, while contrasting black is scattered throughout the model to complete the design.",1177,nike kyrie 3 university red,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,university red black team red,Red,69
933811-014,Nike LunarCharge Wolf Grey,Nike,4/15/17,120,Wolf Grey/Photo Blue-White,"The Nike LunarCharge comes in a Wolf Grey upper made out of neoprene and mesh. The Photo Blue on the heel counter, branding and pull tabs add some nice contrast on the upper. Below you will find a Lunar midsole covered in even more Photo Blue speckling. White on the tongue/ankle region complete the MAG inspired color scheme.",199,nike lunarcharge wolf grey,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,wolf grey photo blue white,Blue,70
"
",Under Armour Curry 3Zer0 Team Royal,Other Brands,4/15/17,120,Team Royal/Taxi,"The Under Armour Curry 3ZER0 reflects the Golden State Warriors’ signature colors. This new performance sneaker will be worn by Stephen Curry when they face the Portland Trail Blazers to jumpstart the 2017 NBA Playoffs. This new Curry 3Zer0 features an upgraded rugged upper for added protection, and an adjustable heel support that provides a quickness-enhancing stability system.",239,under armour curry 3zer0 team royal,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,team royal taxi,Blue,
897564-001,Air Jordan 31 Low Oreo,Air Jordan,4/14/17,160,Black/Dark Grey-Sheen,"This Air Jordan 31 Low comes dressed in a light pink-colored flyweave toe that ends up fading to black across its synthetic leather heel section. In addition to the construction of the shoe, it also comes with subtle branding that include the swooshes and the large Jumpman logo. Below you will find a black midsole unit and icy translucent outsole.",270,air jordan 31 low oreo,Apr,Friday,FALSE,FALSE,FALSE,FALSE,black dark grey sheen,Gray,71
878627-001,Nike PG 1 Black Ice,Nike,4/14/17,110,Black/White-Hyper Turquoise,"Almost similar to the Shining pair from February, the most obvious change of this Nike PG 1 is its white midsole with a little speckling. The sneaker’s main design is a black-based build made out of suede and mesh, while it’s topped off with an icy translucent outsole. Other details include a mid-foot strap, heel pull tabs and teal accents for the signature on its insoles.",1253,nike pg 1 black ice,Apr,Friday,FALSE,FALSE,FALSE,FALSE,black white hyper turquoise,White,116
789695-002,Nike Air Max Zero Silver Bullet,Nike,4/13/17,150,Metallic Silver/Varsity Red-Black-White,"The Nike Air Max Zero Silver Bullet comes dressed in a Metallic Silver, Varsity Red, Black and White color scheme. Although it borrows this colorway from the AM 97, I must admit that it also fits this model very naturally and quite well, right? Construction appears to remain the same, as fuse, synthetic, mesh and neoprene all come together to create the look of the upper.",352,nike air max zero silver bullet,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,metallic silver varsity red black white,Black,106
918359-001,Nike Air Max 95 Silver Bullet,Nike,4/13/17,160,Metallic Silver/Varsity Red-White-Black,"The Nike Air Max 95 celebrates the Air Max 97’s 20th anniversary in a colorway that started it all with the Silver Bullet. Just like the classic Air Max 97, the Air Max 95 features metallic silver for its leather paneling and mesh upper. Black accents are seen on the lining and outsole, while hits of red are placed on the tongue branding, heel and swooshes to complete the celebratory design perfectly.",676,nike air max 95 silver bullet,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,metallic silver varsity red white black,Black,181
884421-001,Nike Air Max 97 Silver Bullet,Nike,4/13/17,175,Metallic Silver / Varsity Red - White - Black,"Dressed in its original Metallic Silver, Varsity Red, White and Black color scheme, this Nike Air Max 97 has strong ties to Italy, which is also known as, “La silver.”",4296,nike air max 97 silver bullet,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,metallic silver   varsity red   white   black,Black,291
910313-001,Nike Air Max Jewell Silver Bullet,Nike,4/13/17,100,Metallic Silver/Varsity Red-Black-White,"The new women’s-exclusive Nike Air Max Jewell will also release in a “Silver Bullet” colorway that’s inspired from the classic Air Max 97, and it’ll also join the Air Max 95 and Air Max Zero colored in the same theme. The sneaker’s mesh upper with leather accents on the mudguard and heel, as well as the TPU toe cap are shaded in the silver tone, while red accents are placed on the swooshes and branding on the rear.",190,nike air max jewell silver bullet,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,metallic silver varsity red black white,Black,100
903827-001,Nike Air Max Plus Silver Bullet,Nike,4/13/17,150,Metallic Silver/Varsity Red-Black-White,"The Nike Air Max Plus Silver Bullet comes in a Silver upper done in leather and mesh. Breaking up the tonal look is the Black on the lining and eyelets, and the Red on the branding on the side panels, tongue and insoles. A White midsole complete the inspirational look of the shoe.",447,nike air max plus silver bullet,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,metallic silver varsity red black white,Black,227
918890-001,Nike Air Max 97 GS Silver Bullet,Nike,4/13/17,150,Metallic Silver / Varsity Red - White - Black,"Dressed in its original Metallic Silver, Varsity Red, White and Black color scheme, this Nike Air Max 97 has strong ties to Italy, which is also known as, “La silver.”

pics via shoe palace",176,nike air max 97 gs silver bullet,Apr,Thursday,FALSE,FALSE,FALSE,TRUE,metallic silver   varsity red   white   black,Black,252
942301-900,Nike Kobe AD DeRozan PE,Nike,4/12/17,160,Light Bone / White - Pale Grey - Vivid Sky,"This Nike Kobe A.D. is inspired by Demar DeRozan’s childhood memories of the Kobe Bryant. DeRozan’s earliest memory of Kobe was during Game 5 of the 1997 NBA Western Conference Semi-Finals between Kobe’s Lakers and the Utah Jazz. During that game, young Kobe air-balled a couple of shots during a crucial part of the game. Instead of letting those moment deplete his confidence, Kobe used it as fuel to get better and as you all know, the rest is history. While all this is happening, 8 year old DeMar is looking, observing, learning.

DeRozan grew up watching Kobe in his hometown of Compton. Kobe had a big impact on his life on the court, as well as outside of it. Using that as inspiration, the Nike Kobe AD Compton will feature a Compton-inspired Black and White sockliner. Other features on the shoe include greyscale accents on the Swoosh and Kobe branding that end up blending in nicely with the Light Bone and Pale Grey upper. The Light Blue, Purple and Yellow hits on the tongue branding is said to be a nod to the Utah Jazz, who got the W the day Kobe was air-balling left and right.",1944,nike kobe ad derozan pe,Apr,Wednesday,FALSE,FALSE,FALSE,FALSE,light bone   white   pale grey   vivid sky,Blue,200
942302-900,Nike Kobe AD DeRozan PE,Nike,4/12/17,160,Light Bone / White - Pale Grey - Vivid Sky,"This Nike Kobe A.D. is inspired by Demar DeRozan’s childhood memories of the Kobe Bryant. DeRozan’s earliest memory of Kobe was during Game 5 of the 1997 NBA Western Conference Semi-Finals between Kobe’s Lakers and the Utah Jazz. During that game, young Kobe air-balled a couple of shots during a crucial part of the game. Instead of letting those moment deplete his confidence, Kobe used it as fuel to get better and as you all know, the rest is history. While all this is happening, 8 year old DeMar is looking, observing, learning.

DeRozan grew up watching Kobe in his hometown of Compton. Kobe had a big impact on his life on the court, as well as outside of it. Using that as inspiration, the Nike Kobe AD Compton will feature a Compton-inspired Black and White sockliner. Other features on the shoe include greyscale accents on the Swoosh and Kobe branding that end up blending in nicely with the Light Bone and Pale Grey upper. The Light Blue, Purple and Yellow hits on the tongue branding is said to be a nod to the Utah Jazz, who got the W the day Kobe was air-balling left and right.",107,nike kobe ad derozan pe,Apr,Wednesday,FALSE,FALSE,FALSE,FALSE,light bone   white   pale grey   vivid sky,Blue,200
310811-407,Air Jordan 13 Low GS Brave Blue,Air Jordan,4/8/17,120,Brave Blue/Metallic Silver-Black,"Rocking a Brave Blue, Metallic Silver and Black color scheme, the low-top version of the Air Jordan 13 comes constructed out of a Black nubuck and leather upper with Brave Blue mesh and a 3M reflective underlay. In addition, the shoe comes with a Metallic Silver Jumpman on the upper ankle, a Blue Jumpman on the tongue, and a White midsole below.",281,air jordan 13 low gs brave blue,Apr,Saturday,FALSE,FALSE,FALSE,TRUE,brave blue metallic silver black,Blue,96
310810-407,Air Jordan 13 Low Brave Blue,Air Jordan,4/8/17,175,Brave Blue / Metallic Silver - Black,"Rocking a Brave Blue, Metallic Silver and Black color scheme, the low-top version of the Air Jordan 13 comes constructed out of a Black nubuck and leather upper with Brave Blue mesh and a 3M reflective underlay. In addition, the shoe comes with a Metallic Silver Jumpman on the upper ankle, a Blue Jumpman on the tongue, and a White midsole below.",2887,air jordan 13 low brave blue,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,brave blue   metallic silver   black,Blue,160
BB8271,adidas Dame 3 By Any Means,Adidas,4/7/17,115,Mystery Blue/Core Black/Footwear White,"Dubbed the adidas Dame 3 By Any Means, this particular colorway is meant to embody Lillard’s attitude and determination to get things done by any means necessary. Ths adidas Dame 3 By Any Means comes in a Navy Blue colorway offset by the Black and White hits found throughout the upper and Boost equipped sole unit. The colors and boldness of the shoe is meant to symbolize Lillard’s will to win while also depicting his physical and mental toughness.",189,adidas dame 3 by any means,Apr,Friday,FALSE,FALSE,FALSE,FALSE,mystery blue core black footwear white,Black,62
